frame,t_s,dxA,dyA,peakA,texA,dxC,dyC,peakC,texC,dxD,dyD,peakD,texD
1063,17.7000,-7.77,6.17,240.1,14.83,-0.01,0.00,97.4,1.95,1.86,0.72,45.8,10.79
1064,17.7167,-7.74,6.16,239.7,14.87,0.00,0.01,102.0,1.97,2.55,0.26,60.5,10.77
1065,17.7333,-7.81,6.18,238.0,14.89,0.00,0.02,89.8,1.95,2.18,0.48,52.7,10.76
1066,17.7500,-0.00,-0.00,470.2,14.89,0.00,0.00,243.2,1.95,-0.00,0.00,314.6,10.76
1067,17.7667,-0.00,-0.00,470.2,14.89,0.00,0.00,243.2,1.95,-0.00,0.00,314.6,10.76
1068,17.7833,-0.00,-0.00,470.2,14.89,0.00,0.00,243.2,1.95,-0.00,0.00,314.6,10.76
1069,17.8000,-32.12,26.48,96.3,15.08,0.06,-0.10,31.7,3.18,1.94,9.94,55.5,11.48
1070,17.8167,-6.18,5.37,181.2,15.10,0.00,0.00,177.6,2.92,0.09,1.53,65.6,11.34
1071,17.8333,-7.48,6.02,224.8,15.13,0.00,0.00,182.1,2.71,2.66,-0.25,59.5,11.20
1072,17.8500,-7.53,6.06,221.8,15.19,0.00,0.01,183.2,2.53,2.46,-0.15,67.8,11.16
1073,17.8667,-7.75,6.10,232.8,15.21,0.00,-0.01,182.3,2.45,2.38,-0.03,68.9,11.13
1074,17.8833,-7.84,6.12,230.8,15.27,0.00,0.01,199.9,2.30,2.30,-0.00,72.0,11.05
1075,17.9000,-7.83,6.16,248.7,15.25,0.00,0.01,212.7,2.24,2.48,-0.02,95.7,11.06
1076,17.9167,-7.92,6.23,251.2,15.27,0.00,0.01,197.1,2.16,2.30,0.06,94.4,11.07
1077,17.9333,-7.92,6.32,241.0,15.29,-0.00,-0.00,207.1,2.07,2.65,0.05,57.6,11.03
1078,17.9500,-7.95,6.34,234.4,15.25,-0.00,0.00,199.4,2.04,2.38,-0.07,49.9,11.01
1079,17.9667,-7.99,6.42,227.8,15.37,0.00,0.01,194.6,2.04,5.29,0.01,61.7,11.04
1080,17.9833,-8.03,6.48,207.5,15.47,0.00,0.01,181.8,2.03,2.51,-0.00,108.7,11.05
1081,18.0000,-8.06,6.58,186.9,15.49,-0.00,0.00,176.1,2.00,2.85,0.10,86.9,11.02
1082,18.0167,-8.05,6.44,190.0,15.46,-0.00,0.00,159.7,1.99,2.39,0.00,63.7,11.05
1083,18.0333,-8.09,6.53,180.6,15.50,0.00,0.01,142.6,1.98,2.11,-0.07,57.7,11.01
1084,18.0500,-8.13,6.73,167.1,15.41,-0.00,0.01,137.2,1.94,2.50,0.08,98.4,11.02
1085,18.0667,-8.23,6.71,150.1,15.29,0.01,0.04,121.6,1.91,3.11,0.03,91.0,11.09
1086,18.0833,-8.30,6.96,134.7,15.29,-0.00,0.01,108.2,1.89,2.74,0.19,66.1,11.11
1087,18.1000,-8.25,6.62,145.7,15.35,-0.00,0.01,103.2,1.89,-9.97,12.01,59.4,11.17
1088,18.1167,-9.09,7.60,137.1,15.17,0.00,0.01,104.8,1.92,1.46,-0.05,59.7,11.16
1089,18.1333,-8.00,6.66,171.2,14.97,-0.01,0.00,97.8,2.00,-0.17,-0.16,37.3,11.17
1090,18.1500,-8.18,7.57,179.8,14.92,0.02,0.02,95.8,2.37,1.98,1.92,81.0,11.07
1091,18.1667,-7.97,7.67,228.8,14.90,0.01,0.00,85.9,2.98,-10.22,13.55,32.5,10.84
1092,18.1833,-7.48,7.86,183.4,14.76,0.01,0.02,89.9,4.03,-8.17,12.78,43.8,10.55
1093,18.2000,-6.15,8.02,207.4,14.68,-0.01,0.02,33.8,5.30,7.96,0.00,68.6,10.34
1094,18.2167,-5.69,7.98,205.2,14.50,-0.00,0.02,85.1,6.39,-5.98,13.97,114.7,10.21
1095,18.2333,-4.18,8.17,200.7,14.48,-0.00,7.84,56.7,7.52,-4.26,14.11,76.8,10.00
1096,18.2500,-2.73,8.19,159.9,14.28,-0.03,7.81,76.3,8.53,-2.26,14.13,65.2,10.04
1097,18.2667,-1.83,8.15,207.7,13.99,-0.01,8.05,86.1,9.39,-0.17,14.09,94.4,10.08
1098,18.2833,-0.04,8.27,195.8,13.96,0.04,10.10,47.0,9.90,16.04,0.00,89.4,10.22
1099,18.3000,1.42,8.06,176.3,13.97,-0.03,9.92,33.1,10.33,2.54,14.09,50.6,10.30
1100,18.3167,2.15,7.95,225.1,13.88,-0.08,10.46,39.9,10.76,3.99,14.08,67.4,10.53
1101,18.3333,3.71,8.02,186.7,13.85,-5.98,1.82,66.0,11.76,0.08,18.09,65.0,10.78
1102,18.3500,4.26,7.68,184.6,13.71,-5.99,2.03,80.8,13.26,7.92,11.97,55.2,11.15
1103,18.3667,5.64,7.70,162.2,13.52,0.17,-0.05,37.5,14.35,9.48,11.65,49.2,11.40
1104,18.3833,6.08,7.32,152.5,13.40,-4.04,1.82,82.0,15.30,7.98,13.31,45.0,11.57
1105,18.4000,6.57,6.40,128.1,13.24,-3.77,0.33,69.5,15.74,9.64,12.03,52.2,11.69
1106,18.4167,7.71,6.35,156.8,13.10,-2.75,1.30,44.4,16.19,10.04,12.11,95.5,11.86
1107,18.4333,7.97,6.25,171.5,13.05,-2.16,1.17,69.3,16.39,12.01,10.34,72.5,11.97
1108,18.4500,8.11,6.22,188.4,12.95,-1.84,0.49,106.6,16.57,-0.69,0.10,68.8,12.12
1109,18.4667,8.40,6.08,150.0,12.90,-1.94,1.03,73.6,16.66,-0.59,0.06,82.2,12.18
1110,18.4833,8.55,6.11,147.8,12.88,-1.34,0.34,83.4,16.68,-0.40,0.11,101.7,12.20
1111,18.5000,9.00,6.20,130.5,12.88,-0.85,0.28,94.5,16.85,-0.36,0.03,116.1,12.21
1112,18.5167,9.20,6.18,140.3,12.87,-0.44,0.12,113.4,16.84,-0.23,0.02,130.2,12.20
1113,18.5333,9.09,6.15,134.2,12.86,-0.24,0.11,117.6,16.82,-0.16,0.03,140.5,12.21
1114,18.5500,9.67,6.08,158.7,12.81,-0.08,-0.07,130.6,16.77,-0.10,-0.01,157.3,12.20
1115,18.5667,9.75,6.25,148.7,12.76,-0.07,0.03,151.7,16.71,-0.08,-0.01,163.1,12.20
1116,18.5833,9.66,6.14,164.3,12.72,-0.04,0.01,160.0,16.69,-0.08,-0.01,159.7,12.19
1117,18.6000,9.34,5.98,144.1,12.71,-0.06,-0.00,145.4,16.64,-0.08,0.01,175.1,12.16
1118,18.6167,9.90,6.24,179.1,13.66,0.00,0.01,190.7,16.63,-0.05,-0.01,177.0,12.12
1119,18.6333,9.58,5.96,139.1,13.72,-0.02,0.01,176.0,16.67,-0.04,-0.00,196.3,12.09
1120,18.6500,9.91,6.27,166.9,13.66,0.02,-0.05,203.8,16.70,-0.03,-0.02,202.1,12.04
1121,18.6667,9.65,6.06,166.7,13.56,0.01,-0.07,205.6,16.75,-0.01,-0.02,192.6,11.98
1122,18.6833,9.95,6.20,166.2,13.63,0.02,-0.03,208.3,16.77,-0.02,-0.02,201.1,11.92
1123,18.7000,9.58,6.09,149.1,13.75,0.01,-0.08,186.5,16.78,-0.00,-0.02,207.1,11.86
1124,18.7167,9.98,6.13,152.3,13.78,0.02,-0.07,185.8,16.80,0.01,-0.01,220.7,11.79
1125,18.7333,9.68,6.22,143.5,13.81,0.01,-0.04,196.7,16.83,0.00,-0.01,228.8,11.75
1126,18.7500,9.71,6.11,155.0,13.81,0.02,-0.15,163.1,16.83,0.02,-0.02,230.8,11.82
1127,18.7667,9.85,6.26,138.1,13.68,0.03,-0.08,158.4,16.80,0.02,-0.02,238.4,12.04
1128,18.7833,9.73,6.19,135.6,13.57,0.03,-0.18,156.2,16.81,0.02,-0.02,239.9,12.19
1129,18.8000,9.84,6.20,156.0,13.48,0.04,-0.15,144.6,16.80,0.03,-0.02,244.0,12.19
1130,18.8167,9.46,6.19,127.9,13.43,0.02,-0.13,146.9,16.78,0.02,-0.02,247.4,12.09
1131,18.8333,9.80,6.26,117.0,13.38,0.07,-0.32,132.2,16.81,0.04,-0.03,241.2,12.03
1132,18.8500,9.72,6.19,135.1,13.30,0.06,-0.29,123.8,16.80,0.04,-0.03,241.8,11.98
1133,18.8667,9.47,6.44,105.6,13.33,0.05,-0.26,115.9,16.70,0.04,-0.02,261.0,11.95
1134,18.8833,9.75,6.28,121.0,13.27,0.03,-0.29,119.7,16.51,0.05,-0.04,245.4,11.79
1135,18.9000,9.43,6.40,105.2,13.30,0.09,-0.36,108.6,16.37,0.06,-0.03,235.0,11.67
1136,18.9167,9.45,6.29,112.1,13.20,0.05,-0.29,118.4,16.26,0.05,-0.04,226.8,11.55
1137,18.9333,9.06,6.43,93.0,13.16,0.05,-0.24,113.5,16.27,0.05,-0.03,219.9,11.44
1138,18.9500,-0.19,-0.33,115.0,13.12,0.08,-0.29,118.6,16.28,0.05,-0.04,249.1,11.25
1139,18.9667,-0.06,-0.81,90.9,13.17,0.09,-0.45,101.9,16.35,0.05,-0.03,249.1,11.16
1140,18.9833,-0.11,-0.46,111.9,14.03,0.03,-0.28,112.0,16.35,0.06,-0.03,243.7,11.12
1141,19.0000,-0.07,-0.50,111.8,14.00,0.06,-0.32,100.9,16.30,0.04,-0.02,241.6,11.09
1142,19.0167,8.37,6.33,106.9,13.96,0.09,-0.26,112.3,16.21,0.04,-0.02,242.9,11.02
1143,19.0333,-0.10,-0.47,112.0,13.90,0.08,-0.25,120.4,16.17,0.06,-0.02,204.1,11.01
1144,19.0500,-0.38,-0.38,104.0,13.92,0.07,-0.16,117.8,16.26,0.04,-0.02,232.4,10.98
1145,19.0667,-0.09,-0.70,93.4,13.84,0.08,-0.26,113.3,16.21,0.05,-0.02,223.1,10.98
1146,19.0833,8.09,6.39,131.0,13.80,0.02,-0.15,147.8,16.22,0.03,-0.02,219.1,10.93
1147,19.1000,8.09,6.39,102.9,13.83,0.01,-0.13,134.0,16.20,0.03,-0.01,219.8,10.94
1148,19.1167,8.05,6.42,114.3,13.67,0.02,-0.22,123.5,16.02,0.03,-0.02,196.1,10.89
1149,19.1333,0.10,-1.15,105.2,13.67,0.03,-0.26,127.6,15.94,0.03,-0.01,175.2,10.87
1150,19.1500,-0.32,-0.90,99.8,13.65,0.04,-0.19,121.6,15.78,0.03,-0.03,151.3,10.85
1151,19.1667,0.20,-1.48,121.2,13.74,0.07,-0.28,106.8,15.69,0.02,-0.02,170.0,10.83
1152,19.1833,0.02,-1.25,112.8,13.77,0.05,-0.34,100.9,15.63,0.07,-0.03,153.7,10.78
1153,19.2000,0.22,-1.51,130.8,13.75,0.06,-0.27,104.8,15.61,0.04,-0.02,155.5,10.74
1154,19.2167,0.05,-1.27,115.7,13.78,0.03,-0.16,120.2,15.60,0.07,-0.02,158.1,10.70
1155,19.2333,0.20,-1.61,136.6,13.74,0.06,-0.28,102.2,15.55,0.04,-0.02,179.1,10.67
1156,19.2500,0.01,-1.34,119.5,13.61,0.07,-0.22,109.6,15.63,0.05,-0.03,190.6,10.66
1157,19.2667,-0.24,-0.88,110.7,13.50,0.07,-0.26,101.8,15.46,0.04,-0.03,181.0,10.67
1158,19.2833,0.22,-1.68,140.2,13.40,0.07,-0.29,95.2,15.46,0.04,-0.02,200.8,10.63
1159,19.3000,0.02,-1.43,118.1,13.36,0.02,-0.18,105.2,15.37,0.03,-0.02,205.7,10.61
1160,19.3167,0.21,-1.64,129.9,13.49,0.08,-0.23,92.8,15.37,0.03,-0.02,207.5,10.58
1161,19.3333,8.10,7.49,127.6,13.76,0.04,-0.22,111.3,15.34,0.04,-0.02,203.7,10.54
1162,19.3500,8.13,7.49,134.9,13.93,0.02,-0.24,99.7,15.37,0.04,-0.03,221.3,10.49
1163,19.3667,8.13,7.64,145.2,13.98,0.01,-0.33,99.8,15.29,0.03,-0.01,216.4,10.46
1164,19.3833,8.09,7.75,156.6,13.98,0.04,-0.21,109.4,15.11,0.03,-0.02,221.7,10.40
1165,19.4000,8.09,7.82,158.9,14.05,0.06,-0.08,119.0,15.05,0.03,-0.01,228.7,10.38
1166,19.4167,8.12,7.80,173.5,14.15,0.06,-0.18,105.0,15.00,0.04,-0.02,200.4,10.37
1167,19.4333,8.09,7.88,175.9,14.23,0.07,-0.25,108.3,14.99,0.03,-0.01,210.1,10.35
1168,19.4500,8.06,7.98,188.3,14.21,0.29,-0.37,81.2,14.82,0.07,-0.03,183.6,10.27
1169,19.4667,8.02,8.04,197.5,14.18,0.96,-0.23,68.7,14.76,0.06,-0.05,191.9,10.20
1170,19.4833,7.97,8.13,183.1,14.13,0.53,-0.19,83.2,14.68,0.20,-0.08,117.6,10.05
1171,19.5000,7.81,8.10,187.8,14.06,1.68,0.01,78.3,14.50,0.23,-0.06,105.8,9.96
1172,19.5167,7.45,8.22,148.0,14.04,1.80,-0.21,97.2,14.15,0.75,-0.13,43.3,9.78
1173,19.5333,6.97,8.23,115.3,14.01,1.91,-0.69,100.3,13.76,0.21,-0.06,77.2,9.66
1174,19.5500,6.05,8.50,158.6,14.04,3.77,-0.29,72.1,13.28,0.06,-0.05,95.0,9.43
1175,19.5667,5.61,8.99,116.4,14.06,3.78,-0.12,74.9,12.90,0.04,-0.10,48.2,9.30
1176,19.5833,4.65,9.12,113.7,14.36,3.80,-0.16,60.4,12.43,0.05,-0.05,58.0,9.06
1177,19.6000,4.03,9.78,187.4,14.65,3.87,0.19,49.7,12.13,0.14,-0.07,44.6,8.96
1178,19.6167,3.67,9.97,171.9,14.77,3.60,-0.12,40.7,11.86,0.04,-0.02,67.2,8.77
1179,19.6333,2.53,9.75,153.7,14.70,3.45,0.38,34.0,11.68,0.02,-0.03,73.2,8.67
1180,19.6500,2.03,10.01,217.9,14.66,3.42,0.73,32.8,11.49,1.47,-0.73,21.3,8.62
1181,19.6667,1.74,10.05,192.8,14.57,0.18,10.11,42.5,11.31,0.03,15.96,121.1,8.52
1182,19.6833,0.55,10.04,156.9,14.54,0.04,11.45,41.7,11.09,0.05,15.89,89.9,8.47
1183,19.7000,0.19,10.09,197.6,14.45,0.05,10.43,44.3,10.90,0.02,-0.00,106.6,8.36
1184,19.7167,-0.03,10.14,201.2,14.29,1.77,-0.10,35.0,10.76,0.57,-0.00,65.1,8.36
1185,19.7333,-0.21,10.17,186.9,14.12,15.59,0.06,27.2,10.61,0.01,-0.01,113.8,8.32
1186,19.7500,-0.38,10.27,153.8,14.02,0.08,9.90,51.9,10.47,-0.01,15.93,104.0,8.28
1187,19.7667,-0.79,10.23,126.2,13.88,0.04,9.95,71.6,10.43,0.01,0.01,116.8,8.25
1188,19.7833,-1.54,11.83,138.6,13.76,-0.04,10.00,62.7,10.37,0.00,0.01,111.6,8.28
1189,19.8000,-1.78,11.96,165.3,13.64,-0.08,9.66,47.4,10.38,0.05,0.00,106.5,8.26
1190,19.8167,-0.02,11.95,178.5,13.52,-0.15,10.86,34.2,10.35,0.34,0.05,64.9,8.30
1191,19.8333,-0.17,11.10,115.0,13.36,-0.16,9.79,47.7,10.60,0.08,0.03,99.2,8.30
1192,19.8500,-2.00,11.21,111.4,13.17,-0.27,10.23,51.5,10.99,0.00,-0.00,160.6,8.31
1193,19.8667,-1.81,10.04,152.3,12.99,-0.13,9.95,33.5,11.19,-0.01,0.01,115.2,8.35
1194,19.8833,-0.09,-0.42,143.5,12.85,-0.24,10.22,24.2,11.29,0.00,0.02,107.1,8.41
1195,19.9000,0.32,-0.11,137.9,12.64,-6.85,10.30,28.2,11.40,0.01,0.03,110.6,8.45
1196,19.9167,-0.04,-0.36,162.3,12.43,-3.84,11.52,31.2,11.60,-0.01,0.01,94.5,8.49
1197,19.9333,0.61,0.04,138.7,12.17,-3.91,11.93,99.8,11.99,-0.01,0.02,106.4,8.53
1198,19.9500,0.65,0.10,156.2,11.99,-3.88,11.77,76.6,12.30,-0.01,0.02,100.2,8.57
1199,19.9667,0.75,0.09,157.7,11.81,-3.60,11.52,54.4,12.57,0.01,0.02,101.0,8.62
1200,19.9833,0.63,0.12,175.4,11.65,-3.65,11.38,58.2,12.89,0.02,0.01,83.4,8.69
1201,20.0000,0.85,0.19,170.9,11.43,-3.87,11.72,96.3,13.49,0.00,15.83,73.5,8.78
1202,20.0167,1.91,0.01,241.3,11.14,-3.55,10.60,59.5,14.01,0.02,15.84,89.1,8.82
1203,20.0333,0.67,0.18,200.5,10.89,-3.99,11.62,85.3,14.34,-0.01,0.01,85.6,8.85
1204,20.0500,1.92,0.03,254.3,10.73,-3.95,11.69,106.5,14.73,-0.01,0.00,89.6,8.91
1205,20.0667,1.93,0.03,258.8,10.57,-4.02,11.35,80.2,15.15,0.02,0.03,108.9,8.92
1206,20.0833,3.20,-0.15,165.2,10.40,-4.06,11.59,105.7,15.71,-0.01,0.01,112.1,9.00
1207,20.1000,1.91,0.02,261.9,10.17,-4.05,11.56,113.0,15.97,0.04,-0.01,102.9,9.05
1208,20.1167,1.89,0.02,260.7,9.96,-4.21,11.48,103.8,16.28,0.01,0.01,93.1,9.07
1209,20.1333,2.96,0.38,159.6,9.74,-4.22,11.77,117.9,16.48,-0.01,0.02,112.5,9.17
1210,20.1500,1.87,0.02,250.9,9.58,-4.67,11.65,80.4,16.99,0.03,0.03,89.4,9.18
1211,20.1667,2.90,0.35,151.4,9.42,-4.91,11.91,82.0,17.84,0.03,0.03,100.7,9.24
1212,20.1833,3.11,-0.20,149.7,9.33,-5.66,11.92,82.0,18.85,0.06,0.00,69.0,9.31
1213,20.2000,2.97,0.37,143.2,9.24,-5.65,12.11,74.2,19.10,-0.59,16.00,45.0,9.37
1214,20.2167,3.04,-0.25,140.8,9.18,-5.86,12.23,69.3,19.13,0.08,0.01,56.9,9.40
1215,20.2333,4.05,0.13,199.8,9.05,-5.89,12.90,66.7,19.20,0.17,-0.02,39.0,9.46
1216,20.2500,2.85,0.31,139.6,8.96,-6.03,12.57,84.4,19.18,-2.10,15.97,40.1,9.51
1217,20.2667,4.97,0.76,118.4,8.89,-6.35,12.76,62.6,18.98,-4.02,14.04,47.2,9.58
1218,20.2833,4.72,0.53,130.9,8.83,-7.37,13.59,57.8,18.38,11.64,-0.03,35.4,9.54
1219,20.3000,5.98,0.24,154.9,8.78,-7.52,13.48,71.9,17.96,-2.54,15.89,49.7,9.57
1220,20.3167,5.88,0.11,157.5,8.77,-7.77,13.44,79.7,17.71,-5.30,14.04,38.7,9.58
1221,20.3333,5.89,0.08,154.6,8.73,-8.04,13.88,125.1,17.20,-4.06,15.67,58.3,10.04
1222,20.3500,5.86,0.04,149.4,8.74,-8.41,13.94,85.6,16.40,-3.92,15.97,64.2,10.45
1223,20.3667,6.32,0.52,111.4,8.74,-8.94,13.86,78.5,15.94,-5.67,15.53,54.0,10.70
1224,20.3833,4.16,-0.16,117.4,8.74,-9.97,14.01,124.0,15.57,-7.04,13.95,44.3,10.90
1225,20.4000,5.33,-0.58,89.4,8.71,-10.13,13.85,119.5,15.08,-7.46,13.69,61.1,11.14
1226,20.4167,4.16,-0.29,87.0,8.66,-10.90,13.82,78.3,14.60,-8.10,13.52,66.3,11.63
1227,20.4333,5.84,-0.15,113.1,8.66,-11.77,13.89,105.6,13.97,-8.25,13.75,86.6,11.93
1228,20.4500,-0.06,-0.30,82.7,8.66,-11.93,13.82,116.0,13.54,-8.41,13.71,75.1,12.10
1229,20.4667,4.16,-1.87,90.2,8.70,-12.26,13.28,89.2,13.10,-9.78,12.37,83.4,12.34
1230,20.4833,-0.15,-0.27,97.5,8.69,-12.21,12.83,66.5,12.74,-10.11,12.31,95.2,12.54
1231,20.5000,3.77,-2.24,104.3,8.66,-12.44,12.19,70.6,12.33,-10.25,12.23,111.6,12.76
1232,20.5167,0.17,-0.18,106.5,8.68,-13.85,13.10,69.8,11.70,-10.63,12.14,90.8,12.97
1233,20.5333,0.18,-0.17,108.1,8.72,-13.84,12.61,94.6,11.34,-11.73,12.30,87.3,13.14
1234,20.5500,0.18,-0.01,157.3,8.79,-13.96,12.35,109.8,11.13,-11.74,12.10,89.6,13.33
1235,20.5667,0.36,-0.05,128.0,8.82,-14.09,12.11,110.3,10.84,-12.00,12.11,121.8,13.53
1236,20.5833,0.21,-0.01,185.4,8.90,-14.35,12.08,98.2,10.42,-12.14,11.85,101.0,13.62
1237,20.6000,0.21,0.03,210.3,8.96,-14.60,12.01,103.7,9.83,-12.02,11.95,128.8,13.80
1238,20.6167,0.17,0.02,228.2,9.07,-15.26,12.12,98.2,9.31,-12.03,11.92,130.0,13.98
1239,20.6333,0.02,-0.06,266.3,9.16,-15.46,12.01,102.1,9.07,-12.17,11.89,120.3,14.19
1240,20.6500,0.01,-0.03,288.0,9.23,-15.67,12.02,121.1,8.79,-12.18,11.98,138.6,14.37
1241,20.6667,0.16,0.06,260.6,9.33,-15.76,12.05,123.2,8.52,-14.08,10.33,83.5,14.56
1242,20.6833,0.13,0.06,264.0,9.40,-15.77,11.90,125.2,8.10,-13.97,10.46,60.2,14.58
1243,20.7000,0.02,-0.03,301.0,9.47,-15.88,12.00,161.8,7.84,-24.05,-0.02,73.6,14.51
1244,20.7167,0.02,-0.02,292.6,9.53,-15.92,11.91,157.9,7.62,-14.10,10.17,61.2,14.27
1245,20.7333,0.13,0.06,260.0,9.60,-16.17,12.17,169.3,7.31,0.13,0.08,74.0,13.70
1246,20.7500,0.02,-0.01,288.0,9.66,-16.04,11.96,182.1,7.01,-14.05,10.08,105.1,13.16
1247,20.7667,0.02,-0.01,286.1,9.73,-16.22,12.16,144.7,6.12,0.15,0.04,101.4,12.97
1248,20.7833,0.12,0.07,251.3,9.80,-16.97,12.36,100.7,5.31,0.06,0.06,122.8,12.56
1249,20.8000,0.02,-0.01,267.9,9.88,-16.09,12.02,160.5,4.46,0.11,0.03,138.7,12.35
1250,20.8167,0.01,-0.02,260.2,9.95,-17.49,11.89,96.7,4.03,0.07,0.06,156.8,12.17
1251,20.8333,0.01,-0.02,238.5,10.02,-17.62,11.85,90.5,3.64,0.05,0.03,172.9,12.04
1252,20.8500,-0.01,-0.01,244.6,10.13,0.00,0.00,124.0,3.21,0.04,0.03,189.3,11.90
1253,20.8667,0.01,-0.00,239.5,10.17,0.00,0.01,182.2,2.65,0.03,0.02,201.9,11.69
1254,20.8833,-0.00,0.00,226.8,10.12,0.00,-0.00,216.0,2.10,0.02,0.01,226.0,11.54
1255,20.9000,-0.00,0.01,221.4,10.08,0.00,0.00,236.9,1.80,0.02,0.02,245.3,11.44
1256,20.9167,-0.01,0.01,221.2,10.06,0.00,-0.00,242.8,1.42,0.02,0.01,259.7,11.37
1257,20.9333,0.01,-0.00,212.6,10.08,-0.00,0.00,243.2,0.46,0.02,0.01,275.6,11.34
1258,20.9500,-0.01,0.01,202.6,10.09,-0.00,0.00,243.2,0.38,0.01,0.00,289.2,11.28
1259,20.9667,-0.00,0.01,190.9,10.10,-0.00,-0.00,243.2,0.45,0.02,0.00,295.3,11.25
1260,20.9833,0.16,0.13,168.0,10.10,0.00,0.00,243.2,0.58,0.01,0.01,300.5,11.19
1261,21.0000,-0.01,-0.00,181.7,10.11,-0.00,0.00,243.1,0.71,0.01,0.01,306.1,11.15
1262,21.0167,0.02,-0.02,182.1,10.14,0.00,-0.00,243.1,0.83,0.01,0.01,305.2,11.08
1263,21.0333,0.02,-0.03,138.6,10.05,55.87,-15.96,17.9,0.94,0.04,0.02,241.6,11.09
1264,21.0500,0.02,0.00,167.0,10.08,0.01,-0.00,223.1,1.10,0.00,0.00,311.0,11.06
1265,21.0667,0.33,0.20,124.2,10.07,-0.01,-0.00,196.5,1.24,-0.00,0.00,303.7,11.03
1266,21.0833,0.01,-0.01,131.1,10.09,-0.02,-0.01,168.1,1.38,0.02,0.01,295.5,11.01
1267,21.1000,0.02,-0.00,132.9,10.10,-0.01,-0.00,131.9,1.48,0.04,0.01,280.8,11.03
1268,21.1167,0.02,-0.00,135.9,10.12,-0.05,-0.04,103.6,1.60,0.01,0.01,270.4,11.04
1269,21.1333,0.01,-0.01,125.8,10.12,-0.07,-0.05,75.6,1.70,0.02,0.02,250.4,11.05
1270,21.1500,0.29,0.24,106.0,10.09,-11.93,7.71,76.0,1.82,0.01,0.01,237.5,11.06
1271,21.1667,0.03,-0.03,121.7,10.06,-10.28,7.29,54.5,1.89,0.03,0.01,225.1,11.05
1272,21.1833,0.00,-0.02,116.6,10.10,-11.09,7.81,64.1,1.96,0.02,-0.00,207.5,11.04
1273,21.2000,0.01,0.00,113.4,10.18,-11.76,7.90,73.7,1.97,0.03,0.02,189.9,11.05
1274,21.2167,-0.01,-0.02,117.9,10.23,-11.75,7.70,71.1,2.00,0.00,0.01,180.4,11.06
1275,21.2333,0.35,0.25,96.6,10.23,-12.00,7.86,111.5,2.00,0.02,-0.01,163.6,11.07
1276,21.2500,0.01,-0.05,106.0,10.25,-10.95,7.94,80.3,2.02,0.02,-0.01,147.0,11.06
1277,21.2667,-8.09,5.70,108.8,10.31,-11.79,7.94,112.6,2.01,0.01,0.01,139.0,11.03
1278,21.2833,-0.03,-0.04,104.2,10.35,-12.06,7.73,97.8,2.06,0.01,0.01,127.4,10.99
1279,21.3000,-0.02,-0.02,100.6,10.46,-11.51,7.97,89.9,2.11,-0.00,-0.00,122.4,11.00
1280,21.3167,-8.54,5.57,88.8,10.56,-12.56,8.11,89.5,2.17,0.03,-0.02,129.8,11.02
1281,21.3333,-0.02,-0.04,97.8,10.57,-11.62,7.74,79.8,2.20,0.02,-0.01,131.5,11.08
1282,21.3500,-7.96,5.51,115.3,10.56,-11.99,7.97,120.7,2.24,-0.04,0.00,126.4,11.09
1283,21.3667,-8.25,5.35,93.3,10.49,-12.03,8.17,75.9,2.29,-0.03,-0.01,127.7,11.15
1284,21.3833,-7.88,5.19,102.2,10.50,-11.97,8.00,123.4,2.35,0.01,-0.02,125.0,11.15
1285,21.4000,-8.09,5.31,101.6,10.47,-11.96,8.05,98.0,2.40,-0.01,-0.01,124.2,11.19
1286,21.4167,-8.14,5.39,109.7,10.42,-12.37,8.19,81.6,2.41,0.01,0.02,128.5,11.20
1287,21.4333,-7.89,5.14,95.4,10.35,-12.39,8.02,59.0,2.40,-0.01,0.01,130.5,11.21
1288,21.4500,-7.81,5.07,109.1,10.32,-12.13,8.04,107.7,2.41,-0.01,-0.00,138.1,11.22
1289,21.4667,-8.08,5.40,117.0,10.28,-11.82,8.41,41.6,2.37,0.02,-0.00,135.8,11.23
1290,21.4833,-7.98,5.31,128.6,10.26,-12.73,8.10,61.7,2.32,-0.00,0.01,121.2,11.22
1291,21.5000,-7.96,5.14,112.6,10.24,-12.20,7.99,62.8,2.24,0.01,-0.01,120.6,11.25
1292,21.5167,-8.15,5.40,115.9,10.26,-13.71,8.12,78.4,2.15,0.02,0.01,114.7,11.24
1293,21.5333,-8.00,5.07,112.6,10.26,-0.02,-0.01,80.4,2.08,0.02,0.02,116.0,11.23
1294,21.5500,-8.07,5.37,132.1,10.25,-0.01,-0.01,96.9,1.95,0.03,0.01,117.1,11.21
1295,21.5667,-8.24,5.58,132.8,10.27,-0.01,-0.00,117.9,1.93,0.00,-0.02,117.4,11.22
1296,21.5833,-8.01,5.25,136.2,10.26,-0.01,-0.00,142.4,1.88,0.02,0.02,123.6,11.22
1297,21.6000,-8.41,5.62,134.7,10.28,-0.01,-0.01,168.3,1.84,0.01,-0.00,131.9,11.23
1298,21.6167,-8.16,5.46,146.2,10.28,-0.01,-0.00,188.8,1.77,0.03,0.00,144.4,11.24
1299,21.6333,-8.12,5.44,154.3,10.32,-0.00,-0.00,206.9,1.65,0.00,0.00,151.2,11.27
1300,21.6500,-8.47,5.71,148.5,10.34,-0.00,0.00,219.5,1.51,-0.00,0.02,159.5,11.27
1301,21.6667,-8.13,5.37,158.2,10.33,-0.00,-0.00,231.9,1.33,0.01,0.01,169.6,11.31
